kelime	sıklık	tür	okunuş	çeviri	seviye
aide	3127	noun	/eɪd/	yardımcı	C1
modest	3128	adj.	/ˈmɑːdɪst/	mütevazı, gösterişsiz	B2
helicopter	3129	noun	/ˈhelɪkɑːptər/	helikopter	B1
empire	3130	noun	/ˈempaɪər/	imparatorluk	B2
detailed	3131	adj.	/ˈdiːteɪldˌdɪˈteɪld/	detaylı	B2
efficiency	3132	noun	/ɪˈfɪʃnsi/	verimlilik	C1
humor	3133	noun	/ˈhjuːmər/	mizah	B2
sanctions	3134	noun	/IPA/	yaptırımlar	
badly	3135	adv.	/ˈbædli/	kötü derece	A2
tennis	3136	noun	/ˈtenɪs/	tenis	A1
emission	3137	noun	/ɪˈmɪʃn/	emisyon	B2
desperate	3138	adj.	/ˈdespərət/	çaresiz	B2
garlic	3139	noun	/ˈɡɑːrlɪk/	sarımsak	
contest	3140	noun	/ˈkɑːntest/	yarışma	B2
strengthen	3141	verb	/ˈstreŋθn/	güçlendirmek	B2
demonstration	3142	noun	/ˌdemənˈstreɪʃn/	gösteri	B2
restriction	3143	noun	/rɪˈstrɪkʃn/	kısıtlama	B2
Irish	3144	adj.	/ˈaɪrɪʃ/	İrlandalı	
hunter	3145	noun	/ˈhʌntər/	avcı	
standing	3146	noun	/ˈstændɪŋ/	ayakta	C1
handful	3147	noun	/ˈhændfʊl/	avuç, avuç dolusu	C1
explode	3148	verb	/ɪkˈsploʊd/	patlamak	B1
prompt	3149	verb	/prɑːmpt/	sufle etmek	B2
absorb	3150	verb	/əbˈzɔːrb; əbˈsɔːrb/	absorbe etmek	B2
suspect	3151	noun	/səˈspekt/	şüpheli	B2
eager	3152	adj.	/ˈiːɡər/	istekli	B2
temporary	3153	adj.	/ˈtempəreri/	geçici	B2
commissioner	3154	noun	/kəˈmɪʃənər/	komiser, görevli memur&nbsp;	C1
diamond	3155	noun	/ˈdaɪmənd/	elmas	B1
curious	3156	adj.	/ˈkjʊriəs/	meraklı	B2
differently	3157	adv.	/ˈdɪfrəntli/	farklı	A2
across	3158	adv.	/əˈkrɑːs/	karşısında	A1
reservation	3159	noun	/ˌrezərˈveɪʃn/	rezervasyon	B1
downtown	3160	adj.	/ˌdaʊnˈtaʊn/	şehir merkezi	A2
adjustment	3161	noun	/əˈdʒʌstmənt/	ayar	C1
composition	3162	noun	/ˌkɑːmpəˈzɪʃn/	kompozisyon	C1
relative	3163	adj.	/ˈrelətɪv/	göreceli, bağlı	B1
tiger	3164	noun	/ˈtaɪɡər/	kaplan	
fabric	3165	noun	/ˈfæbrɪk/	kumaş	B2
assert	3166	verb	/əˈsɜːrt/	öne sürmek	C1
discrimination	3167	noun	/dɪˌskrɪmɪˈneɪʃn/	ayrımcılık	C1
float	3168	verb	/floʊt/	batmadan yüzmek	B2
request	3169	verb	/rɪˈkwest/	rica etmek	B1
math	3170	noun	/mæθ/	matematik	A2
overlook	3171	verb	/ˌoʊvərˈlʊk/	gözden kaçırmak	C1
corps	3172	noun	/kɔːr/	kolordu	
sequence	3173	noun	/ˈsiːkwəns/	birbiri ardına gelme	B2
complex	3174	noun	/kəmˈpleks; ˈkɑːmpleks/	karmaşık	B2
heel	3175	noun	/hiːl/	topuk	B2
successfully	3176	adv.	/səkˈsesfəli/	başarıyla	B1
examination	3177	noun	/ɪɡˌzæmɪˈneɪʃn/	muayene, inceleme	B2
horizon	3178	noun	/həˈraɪzn/	ufuk	C1
German	3179	noun	/ˈdʒɜːrmən/	Alman, Almanca	
absolute	3180	adj.	/ˈæbsəluːt/	mutlak	B2
anticipate	3181	verb	/ænˈtɪsɪpeɪt/	önceden yapmak	B2
yours	3182	pronoun	/jərz; jɔːrz; jʊrz/	senin	A2
dominant	3183	adj.	/ˈdɑːmɪnənt/	baskın	B2
bull	3184	noun	/bʊl/	boğa	
prevention	3185	noun	/prɪˈvenʃn/	önleme	C1
meter	3186	noun	/ˈmiːtər/	metre	A1
legitimate	3187	adj.	/lɪˈdʒɪtɪmət/	meşru	C1
mask	3188	noun	/mæsk/	maske	C1
bite	3189	verb	/baɪt/	ısırmak	B1
suit	3190	verb	/suːt/	uygun düşmek	B1
stroke	3191	noun	/stroʊk/	felç, inme	B2
assignment	3192	noun	/əˈsaɪnmənt/	atama	B1
lion	3193	noun	/ˈlaɪən/	Aslan	A1
sense	3194	verb	/sens/	algılamak (duyu organlarıyla)	B2
rifle	3195	noun	/ˈraɪfl/	tüfek	C1
brilliant	3196	adj.	/ˈbrɪliənt/	aşırı zekice	A2
appoint	3197	verb	/əˈpɔɪnt/	tayin etmek	C1
boom	3198	noun	/buːm/	gümbürtü	C1
naked	3199	adj.	/ˈneɪkɪd/	çıplak	B2
hungry	3200	adj.	/ˈhʌŋɡri/	aç	A1
tight	3201	adj.	/taɪt/	sıkı	B1
flame	3202	noun	/fleɪm/	alev	B2
Palestinian	3203	noun		Filistinli	
economics	3204	noun	/ˌiːkəˈnɑːmɪks; ˌekəˈnɑːmɪks/	ekonomi	B2
cabin	3205	noun	/ˈkæbɪn/	kabin	B2
print	3206	verb	/prɪnt/	yazdırmak	B2
orange	3207	adj.	/ˈɔrɪndʒ/	turuncu	A1
wander	3208	verb	/ˈwɑːndər/	amaçsızca dolaşmak	B2
taxpayer	3209	noun	/ˈtækspeɪər/	vergi mükellefi	C1
romantic	3210	adj.	/roʊˈmæntɪk/	romantik	B1
devote	3211	verb	/dɪˈvoʊt/	adamak	B2
inflation	3212	noun	/ɪnˈfleɪʃn/	şişirme	B2
furthermore	3213	adv.	/ˌfɜːrðərˈmɔːr/	üstelik	B2
pine	3214	noun	/paɪn/	çam	
agriculture	3215	noun	/ˈæɡrɪkʌltʃər/	tarım	B2
legacy	3216	noun	/ˈleɡəsi/	miras	C1
extension	3217	noun	/ɪkˈstenʃn/	uzatma, genişletme	B2
barrel	3218	noun	/ˈbærəl/	varil	C1
arrival	3219	noun	/əˈraɪvl/	varış	B1
register	3220	verb	/ˈredʒɪstər/	kayıt olmak	B2
flavor	3221	noun	/ˈfleɪvər/	lezzet, tat	B2
versus	3222	prepos.	/ˈvɜːrsəs/	-e karşı	C1
risk	3223	verb	/rɪsk/	riske atmak	B1
flesh	3224	noun	/fleʃ/	et	C1
submit	3225	verb	/səbˈmɪt/	sunmak / ibraz etmek	B2
garage	3226	noun	/ɡəˈrɑːʒ; ɡəˈrɑːdʒ/	garaj	B1
cotton	3227	noun	/ˈkɑːtn/	pamuk	B1
operator	3228	noun	/ˈɑːpəreɪtər/	operatör	B2
nut	3229	noun	/nʌt/	kabuklu yemiş	A2
rate	3230	verb	/reɪt/	derecelendirmek	B2
blade	3231	noun	/bleɪd/	bıçak ağzı	C1
girlfriend	3232	noun	/ˈɡɜːrlfrend/	kız arkadaşı	A1
fly	3233	noun	/flaɪ/	sinek	A2
dependent	3234	adj.	/dɪˈpendənt/	bağımlı	B2
carbon	3235	noun	/ˈkɑːrbən/	karbon	B2
heritage	3236	noun	/ˈherɪtɪdʒ/	kalıtım, miras	C1
organic	3237	adj.	/ɔːrˈɡænɪk/	organik	B2
ambassador	3238	noun	/æmˈbæsədər/	büyükelçi	C1
invasion	3239	noun	/ɪnˈveɪʒn/	istila	B2
summit	3240	noun	/ˈsʌmɪt/	zirve, en üst aşama	C1
lifestyle	3241	noun	/ˈlaɪfstaɪl/	yaşam tarzı	A2
agricultural	3242	adj.	/ˌæɡrɪˈkʌltʃərəl/	tarımsal	C1
shrug	3243	verb	/ʃrʌɡ/	omuz silkmek	C1
counsel	3244	noun	/ˈkaʊnsl/	müşavir	
associate	3245	noun	/əˈsoʊsieɪt; əˈsoʊʃieɪt/	iş arkadaşı	B2
major	3246	noun	/ˈmeɪdʒər/	ana	B2
distinguish	3247	verb	/dɪˈstɪŋɡwɪʃ/	ayırmak	B2
menu	3248	noun	/ˈmenjuː/	menü	A1
awful	3249	adj.	/ˈɑː.fəl/	berbat, acayip kötü	A2
wound	3250	noun	/wuːnd/	yara	B2
manufacturing	3251	noun	/ˌmænjuˈfæktʃərɪŋ/	imal etme	B2
consumption	3252	noun	/kənˈsʌmpʃn/	tüketim	B2
permission	3253	noun	/pərˈmɪʃn/	izin, müsahade	A2
twelve	3254	num.	/twelv/	on iki	A1
offensive	3255	adj.	/əˈfensɪv/	saldırgan	B2
shower	3256	noun	/ˈʃaʊər/	duş	A1
collapse	3257	verb	/kəˈlæps/	çöküş	B2
undergo	3258	verb	/ˌʌndərˈɡoʊ/	geçirmek (hastalık)	B2
function	3259	verb	/ˈfʌŋkʃn/	işlev görmek	B2
consciousness	3260	noun	/ˈkɑːnʃəsnəs/	bilinç	C1
correct	3261	verb	/kəˈrekt/	doğrulamak	A1
dry	3262	verb	/draɪ/	kurutmak	A2
frustration	3263	noun	/frʌˈstreɪʃn/	hüsran	C1
operating	3264	noun	/ˈɑpəretɪŋ/	işletme	
ease	3265	verb	/iːz/	kolaylaştırmak	C1
carrier	3266	noun	/ˈkæriər/	taşıyıcı	
scope	3267	noun	/skoʊp/	kapsam	C1
grain	3268	noun	/ɡreɪn/	tahıl / tane	B1
distinct	3269	adj.	/dɪˈstɪŋkt/	belirgin	B2
ranch	3270	noun	/ræntʃ/	(hayvan, balık vb.) çiftlik	
workshop	3271	noun	/ˈwɜːrkʃɑːp/	atölye	B2
auto	3272	noun	/ˈɔːtoʊ/	otomobil	C1
publisher	3273	noun	/ˈpʌblɪʃər/	Yayımcı	
narrator	3274	noun	/ˈnæreɪtər/	dış ses, anlatan, anlatıcı	
brush	3275	verb	/brʌʃ/	fırçalamak	A2
ban	3276	verb	/bæn/	yasaklamak	B1
portray	3277	verb	/pɔːrˈtreɪ/	canlandırmak (rol)	C1
fighting	3278	noun	/ˈfaɪtɪŋ/	kavga	B1
borrow	3279	verb	/ˈbɑːr.oʊ/	ödünç almak	A2
seize	3280	verb	/siːz/	el koymak	
psychology	3281	noun	/saɪˈkɑːlədʒi/	psikoloji	B2
subsequent	3282	adj.	/ˈsʌbsɪkwənt/	sonradan gelen	B2
exceed	3283	verb	/ɪkˈsiːd/	aşmak	B2
crack	3284	verb	/kræk/	çatlamak, yarılmak, kırmak	B2
killing	3285	noun	/ˈkɪlɪŋ/	öldürme	B1
deadline	3286	noun	/ˈdedlaɪn/	son teslim tarihi	B2
athletic	3287	adj.	/æθˈletɪk/	atletik	B2
wise	3288	adj.	/waɪz/	bilge	B2
medication	3289	noun	/ˌmedɪˈkeɪʃn/	ilaç tedavisi	B2
repeatedly	3290	adv.	/rɪˈpiːtɪdli/	defalarca	
frequent	3291	adj.	/ˈfriːkwənt; friˈkwent/	sık	B2
rocket	3292	noun	/ˈrɑːkɪt/	roket	B2
fame	3293	noun	/feɪm/	şöhret	B2
lung	3294	noun	/lʌŋ/	akciğer	B2
depict	3295	verb	/dɪˈpɪkt/	resmetmek	C1
persuade	3296	verb	/pərˈsweɪd/	razı etmek, ikna etmek	B1
tent	3297	noun	/tent/	çadır	B1
motivation	3299	noun	/ˌmoʊtɪˈveɪʃn/	motivasyon	B2
odds	3300	noun	/ɑːdz/	ihtimal	C1
worried	3301	adj.	/ˈwɜːrid/	endişeli	A2
principal	3302	adj.	/ˈprɪnsəpl/	başlıca	B2
firm	3303	adj.	/fɜːrm/	sıkı, set, katı	B2
ugly	3304	adj.	/ˈʌɡli/	çirkin	B1
adequate	3305	adj.	/ˈædɪkwət/	(belli bir şey için) yeterli, kafi	B2
nonetheless	3306	adv.	/ˌnʌnðəˈles/	her şeye rağmen	C1
criminal	3307	noun	/ˈkrɪmɪnl/	adli	B1
widespread	3308	adj.	/ˈwaɪdspred/	yaygın	B2
transformation	3309	noun	/ˌtrænsfərˈmeɪʃn/	dönüşüm	C1
physically	3310	adv.	/ˈfɪzɪkli/	fiziksel olarak	
provider	3311	noun	/prəˈvaɪdər/	sağlayıcı	
admire	3312	verb	/ədˈmaɪər/	gıpta etmek, hayran olmak	B1
headline	3313	noun	/ˈhedlaɪn/	başlık	B1
miracle	3314	noun	/ˈmɪrəkl/	mucize	C1
institutional	3315	adj.	/ˌɪnstɪˈtuːʃənl/	kuruluşa ait, kurumlarla ilgili	C1
homeless	3316	adj.	/ˈhoʊmləs/	evsiz	B2
impressive	3317	adj.	/ɪmˈpresɪv/	etkileyici	B1
chef	3318	noun	/ʃef/	şef	A2
tactic	3319	noun	/ˈtæktɪk/	taktik	C1
measurement	3320	noun	/ˈmeʒərmənt/	ölçüm	B2
identification	3321	noun	/aɪˌdentɪfɪˈkeɪʃn/	kimlik saptama	C1
province	3322	noun	/ˈprɑːvɪns/	vilayet	C1
moderate	3323	adj.	/ˈmɑːdərət/	ılıman, ılımlı / makul	C1
consensus	3324	noun	/kənˈsensəs/	fikir birliği	C1
lovely	3325	adj.	/ˈlʌvli/	sevimli	
comedy	3326	noun	/ˈkɑːmədi/	komedi	A2
shore	3327	noun	/ʃɔːr/	sahil	B2
photographer	3328	noun	/fəˈtɑːɡrəfər/	fotoğrafçı	B1
venture	3329	noun	/ˈventʃər/	cüret	C1
competitor	3330	noun	/kəmˈpetɪtər/	yarışmacı	B1
nomination	3331	noun	/ˌnɑːmɪˈneɪʃn/	adaylık	C1
confusion	3332	noun	/kənˈfjuːʒn/	kafa karışıklığı	B2
attribute	3333	verb	/əˈtrɪbjuːt/	dayandırmak, atfetmek	C1
horror	3334	noun	/ˈhɔːrər/	korku	B1
orientation	3335	noun	/ˌɔːriənˈteɪʃn/	oryantasyon	C1
weekly	3336	adj.	/ˈwiːkli/	haftalık	B2
legislature	3337	noun	/ˈledʒɪsleɪtʃər/	millet meclisi	C1
basket	3338	noun	/ˈbæskɪt/	sepet	B2
crash	3339	verb	/kræʃ/	(gürültülü) kaza, çarpma, çarpışma	B2
continued	3340	adj.	/kənˈtɪnjuːd/	devam etti	
blanket	3341	noun	/ˈblæŋkɪt/	battaniye	B2
orange	3342	noun	/ˈɔrɪndʒ/	portakal	A1
eagle	3343	noun	/ˈiːɡl/	kartal	
changing	3344	adj.	/ˈtʃeɪndʒɪŋ/	değişen	
mouse	3345	noun	/maʊs/	fare	A1
ethics	3346	noun	/ˈeθɪks/	etik	
high	3347	adv.	/haɪ/	yüksek	B2
ghost	3348	noun	/ɡoʊst/	hayalet	B1
everyday	3349	adj.	/ˈevrideɪ/	her gün	A2
rope	3350	noun	/roʊp/	ip	B1
formula	3351	noun	/ˈfɔːrmjələ/	formül	C1
exhibit	3352	verb	/ɪɡˈzɪbɪt/	sergilemek	B2
nerve	3353	noun	/nɜːrv/	sinir	B2
cope	3354	verb	/koʊp/	başa çıkmak	B2
running	3355	adj.	/ˈrʌnɪŋ/	koşma	A2
psychologist	3356	noun	/saɪˈkɑːlədʒɪst/	psikolog	B2
acid	3357	noun	/ˈæsɪd/	asit	C1
principal	3358	noun	/ˈprɪnsəpl/	okul müdürü / başlıca	B2
pet	3359	noun	/pet/	evcil hayvan	A2
pitch	3360	noun	/pɪtʃ/	saha	B2
occupation	3361	noun	/ˌɑːkjuˈpeɪʃn/	işgal, meşgale / uğraşı	B2
courage	3362	noun	/ˈkɜːrɪdʒ/	cesaret	B2
defeat	3363	verb	/dɪˈfiːt/	yenmek	B2
pregnancy	3364	noun	/ˈpreɡnənsi/	gebelik	C1
actress	3365	noun	/ˈæktrəs/	kadın oyuncu	A1
patch	3366	noun	/pætʃ/	yama	B2
margin	3367	noun	/ˈmɑːrdʒɪn/	kenar boşluğu / marj, fazlalık&nbsp;	B2
reinforce	3368	verb	/ˌriːɪnˈfɔːrs/	pekiştirmek, sağlamlaştırmak	B2
collective	3369	adj.	/kəˈlektɪv/	kolektif	C1
brick	3370	noun	/brɪk/	tuğla	B2
script	3371	noun	/skrɪpt/	senaryo	B1
cooking	3372	noun	/ˈkʊkɪŋ/	yemek pişirme	A1
tunnel	3373	noun	/ˈtʌnl/	tünel	B2
document	3374	verb	/ˈdɑːkjumənt/	belgelemek	B2
concrete	3375	adj.	/ˈkɑːnkriːt/	somut	B2
recruit	3376	verb	/rɪˈkruːt/	adam toplamak, işe almak	B2
grocery	3377	noun	/ˈɡroʊsəri/	bakkal, bakkaliye	A2
lemon	3378	noun	/ˈlemən/	limon	A2
dare	3379	verb	/der/	cesaret etmek	B2
exact	3380	adj.	/ɪɡˈzækt/	tam, tamı tamına	A2
battery	3381	noun	/ˈbætəri/	pil	B1
surprisingly	3382	adv.	/sərˈpraɪzɪŋli/	şaşırtıcı bir şekilde	
artistic	3383	adj.	/ɑːrˈtɪstɪk/	sanatsal	B2
shit	3384	noun	/ʃɪt/	bok	
indication	3385	noun	/ˌɪndɪˈkeɪʃn/	gösterge	B2
cookie	3386	noun	/ˈkʊki/	kurabiye	A2
intensity	3387	noun	/ɪnˈtensəti/	yoğunluk	C1
dramatically	3388	adv.	/drəˈmætɪkli/	dramatik olarak	B2
piano	3389	noun	/piˈænoʊ/	piyano	A1
concerning	3390	prepos.	/kənˈsɜːrnɪŋ/	ilişkin (olarak)	
lap	3391	noun	/læp/	kucak	C1
inquiry	3392	noun	/ˈɪnkwəri; ɪnˈkwaɪəri/	sorgu	B2
Catholic	3393	noun	/ˈkæθlɪk/	Katolik	
discourse	3394	noun	/ˈdɪskɔːrs/	söylem	C1
laughter	3395	noun	/ˈlæftər/	kahkaha	A2
anniversary	3396	noun	/ˌænɪˈvɜːrsəri/	yıl dönümü	B2
telescope	3397	noun	/ˈtelɪskoʊp/	teleskop	
swear	3398	verb	/swer/	yemin etmek / küfretmek	B2
park	3399	verb	/pɑːrk/	park etmek	A1
charity	3400	noun	/ˈtʃærəti/	hayır kurumu	A2
clue	3401	noun	/kluː/	ipucu	B1
grave	3402	noun	/ɡreɪv; ɡrɑːv/	mezar	C1
narrative	3403	noun	/ˈnærətɪv/	anlatı, hikaye	B1
hypothesis	3404	noun	/haɪˈpɑːθəsɪs/	hipotez	B2
upset	3405	verb	/ˌʌpˈset/	üzmek	B1
acceptable	3406	adj.	/əkˈseptəbl/	kabul edilebilir	B2
favor	3407	noun	/ˈfeɪvər/	iyilik	B2
couch	3408	noun	/kaʊtʃ/	kanepe	
defendant	3409	noun	/dɪˈfendənt/	sanık	
compose	3410	verb	/kəmˈpoʊz/	bestelemek / oluşturmak	B2
cool	3411	verb	/kuːl/	serinletmek	B1
ballot	3412	noun	/ˈbælət/	oy pusulası	C1
related	3413	adj.	/rɪˈleɪtɪd/	ilişkili	B1
cluster	3414	noun	/ˈklʌstər/	küme	C1
pie	3415	noun	/paɪ/	turta	
concern	3416	verb	/kənˈsɜːrn/	kaygılanmak	B2
recording	3417	noun	/rɪˈkɔːrdɪŋ/	kayıt	A2
rail	3418	noun	/reɪl/	demiryolu / ray / parmaklık	B2
decrease	3419	verb	/dɪˈkriːs; ˈdiːkriːs/	azaltmak	B2
rape	3420	noun	/reɪp/	tecavüz	C1
interrupt	3421	verb	/ˌɪntəˈrʌpt/	yarıda kesmek	B2
architect	3422	noun	/ˈɑːrkɪtekt/	mimar	A2
sigh	3423	verb	/saɪ/	iç çekmek	C1
remark	3424	noun	/rɪˈmɑːrk/	görüş, yorum	B2
Christian	3425	noun	/'krɪstʃən/	Hristiyan	
invent	3426	verb	/ɪnˈvent/	icat etmek	A2
prescription	3427	noun	/prɪˈskrɪpʃn/	reçete	C1
reward	3428	noun	/rɪˈwɔːrd/	ödül	B2
sacred	3429	adj.	/ˈseɪkrɪd/	kutsal	
organ	3430	noun	/ˈɔːrɡən/	organ	B2
abroad	3431	adv.	/əˈbrɑːd/	yurt dışında	B2
devil	3432	noun	/ˈdevl/	iblis	C1
dear	3433	adj.	/dɪr/	sevgili	A1
rank	3434	verb	/ræŋk/	derecelendirmek	B2
superior	3435	adj.	/suːˈpɪriər/	üst (rütbe)	C1
military	3436	noun	/ˈmɪləteri/	askeri	B2
greatly	3437	adv.	/ˈɡreɪtli/	büyük ölçüde	B2
airplane	3438	noun	/ˈerpleɪn/	uçak	
host	3439	verb	/hoʊst/	ağırlamak	B2
habitat	3440	noun	/ˈhæbɪtæt/	doğal ortam	B2
coal	3441	noun	/koʊl/	kömür	B1
soccer	3442	noun	/ˈsɑːkər/	Futbol	A2
entitle	3443	verb	/ɪnˈtaɪtl/	hak ve yetki vermek	C1
delay	3444	verb	/dɪˈleɪ/	gecikmek	B2
instructor	3445	noun	/ɪnˈstrʌktər/	eğitmen, (üniversite) asistan	A2
integrity	3446	noun	/ɪnˈteɡrəti/	bütünlük	C1
shine	3447	verb	/ʃaɪn/	parlamak	B1
mess	3448	noun	/mes/	karışıklık, dağınıklık	B1
norm	3449	noun	/nɔːrm/	norm, ilke	B2
allegation	3450	noun	/ˌæləˈɡeɪʃn/	ileri sürme	C1
pill	3451	noun	/pɪl/	hap	B2
tight	3452	adv.	/taɪt/	sıkı, sıkışık	B1
cry	3453	noun	/kraɪ/	ağlama, feryat	B2
okay	3454	adj.	/oʊˈkeɪ/	tamam	
pleased	3455	adj.	/pliːzd/	memnun, hoşnut	A2
plain	3456	noun	/pleɪn/	sade, yalın	B2
inspector	3457	noun	/ɪnˈspektər/	müfettiş	B2
forum	3458	noun	/ˈfɔːrəm/	forum	B2
powder	3459	noun	/ˈpaʊdər/	pudra, toz	B1
sin	3460	noun	/sɪn/	günah	C1
evident	3461	adj.	/ˈevɪdənt/	belli, aşikar	B2
sponsor	3462	verb	/ˈspɑːnsər/	sponsor	B2
acceptance	3463	noun	/əkˈseptəns/	kabul	C1
prosecution	3464	noun	/ˌprɑːsɪˈkjuːʃn/	kovuşturma  (adli), yasal takibat	C1
cognitive	3465	adj.	/ˈkɑːɡnətɪv/	bilişsel	C1
presidency	3466	noun	/ˈprezɪdənsi/	başkanlık	C1
finance	3467	verb	/ˈfaɪnæns; faɪˈnæns; fəˈnæns/	finans sağlamak	B2
favor	3468	prepos.	/ˈfeɪvər/	iyilik	B2
magic	3469	adj.	/ˈmædʒɪk/	büyü	B1
northwest	3470	noun	/ˌnɔːrθˈwest/	kuzey batı	
regulate	3471	verb	/ˈreɡjuleɪt/	düzene sokmak	B2
exclude	3472	verb	/ɪkˈskluːd/	hariç tutmak	B2
colonial	3473	adj.	/kəˈloʊniəl/	sömürgeyle ilgili, sömürgeye ait	C1
rent	3474	verb	/rent/	kiralamak	B1
peer	3475	verb	/pɪr/	dikkatlica bakmak (yakından)	B2
civilian	3476	adj.	/səˈvɪliən/	sivil	C1
harbor	3477	noun	/ˈhɑːrbər/	(küçük) liman	B2
estimated	3478	adj.	/ˈestɪmeɪtɪd/	tahmini	
rhythm	3479	noun	/ˈrɪðəm/	ritim	B2
midnight	3480	noun	/ˈmɪdnaɪt/	gece yarısı	A1
counselor	3481	noun	/ˈkaʊnsələr/	müşavir	C1
highlight	3482	verb	/ˈhaɪlaɪt/	vurgulamak	B1
palace	3483	noun	/ˈpæləs/	saray	A2
trading	3484	noun	/ˈtreɪdɪŋ/	alım satım yapma	B2
compound	3485	noun	/ˈkɑːmpaʊnd/	bileşik	B2
bare	3486	adj.	/ber/	çıplak	C1
echo	3487	verb	/ˈekoʊ/	Eko	C1
integrate	3488	verb	/ˈɪntɪɡreɪt/	entegre etmek	B2
slice	3489	noun	/slaɪs/	dilim	B1
combat	3490	noun	/ˈkɑːmbæt/	muharebe, çarpışma	C1
shop	3491	verb	/ʃɑːp/	alışveriş yapmak	A1
medium	3492	noun	/ˈmiːdiəm/	orta	B2
log	3493	noun	/lɑːɡ/	kütük	C1
surgeon	3494	noun	/ˈsɜːrdʒən/	cerrah	B2
excuse	3495	verb	/ɪkˈskjuːs/	mazur görmek	B2
ritual	3496	noun	/ˈrɪtʃuəl/	ritüel	C1
resign	3497	verb	/rɪˈzaɪn/	istifa etmek / (oyun vb.) çekilmek	B2
net	3498	adj.	/net/	file, ağ	B1
excited	3499	adj.	/ɪkˈsaɪtɪd/	heyecanlı	A1
lightly	3500	adv.	/ˈlaɪtli/	hafifçe	
evil	3501	noun	/ˈiːvl/	fenalık	B2
bitter	3502	adj.	/ˈbɪtər/	acı	B2
export	3503	noun	/ɪkˈspɔːrt; ˈekspɔːrt/	ihracat	B1
swing	3504	noun	/swɪŋ/	sallanma	C1
clay	3505	noun	/kleɪ/	kil	
logic	3506	noun	/ˈlɑːdʒɪk/	mantık	C1
virtue	3507	noun	/ˈvɜːrtʃuː/	Erdem	C1
container	3508	noun	/kənˈteɪnər/	konteyner	B1
quarterback	3509	noun	/ˈkwɔːrtərbæk/	oyun kurucu	
beg	3510	verb	/beɡ/	yalvarmak	B2
salmon	3511	noun	/ˈsæmən/	somon	
greet	3512	verb	/ɡriːt/	selamlaşmak	A2
curve	3513	noun	/kɜːrv/	eğri	B2
mill	3514	noun	/mɪl/	değirmen	C1
closet	3515	noun	/ˈklɑːzɪt/	elbise dolabı, gömme dolap&nbsp;	A2
interior	3516	noun	/ɪnˈtɪriər/	iç mekan	C1
rod	3517	noun	/rɑːd/	kamış	C1
candy	3518	noun	/ˈkændi/	şeker, şekerleme	A2
restrict	3519	verb	/rɪˈstrɪkt/	kısıtlamak	B2
initiate	3520	verb	/ɪˈnɪʃieɪt/	başlatmak, ön ayak olmak	C1
reverse	3521	verb	/rɪˈvɜːrs/	tersine döndürmek	C1
ethical	3522	adj.	/ˈeθɪkl/	etik	B2
secondary	3523	adj.	/ˈsekənderi/	ikincil	B1
administrative	3524	adj.	/ədˈmɪnɪstreɪtɪv/	yönetimsel	C1
confuse	3525	verb	/kənˈfjuːz/	kafası/kafasını karıştırmak	B1
deadly	3526	adj.	/ˈdedli/	ölümcül	B2
pig	3527	noun	/pɪɡ/	domuz	A1
suburban	3528	adj.	/səˈbɜːrbən/	banliyö, kenarkent, varoş	C1
medal	3529	noun	/ˈmedl/	madalya	B2
receiver	3530	noun	/rɪˈsiːvər/	alıcı	B2
gaze	3531	noun	/ɡeɪz/	(uzun uzun) bakış	C1
collapse	3532	noun	/kəˈlæps/	çöküş	B2
snake	3533	noun	/sneɪk/	yılan	A1
march	3534	verb	/mɑːrtʃ/	(topluca) yürüyüş yapmak	C1
experimental	3535	adj.	/ɪkˌsperɪˈmentl/	deneysel	C1
civilization	3536	noun	/ˌsɪvələˈzeɪʃn/	medeniyet, uygarlık	B2
classical	3537	adj.	/ˈklæsɪkl/	klasik	A2
fold	3538	verb	/foʊld/	katlamak	B2
weakness	3539	noun	/ˈwiːknəs/	zayıflık	B2
corridor	3540	noun	/ˈkɔːrɪdɔːr/	koridor	B2
harsh	3541	adj.	/hɑːrʃ/	haşin, sert	C1
retail	3542	adj.	/ˈriːteɪl; rɪˈteɪl/	perakende	B2
mortgage	3543	noun	/ˈmɔːrɡɪdʒ/	ipotek	B2
harder	3544	adj.	/ˈhɑːrdər/	daha zor / daha sert	
developer	3545	noun	/dɪˈveləpər/	geliştirici	
legend	3546	noun	/ˈledʒənd/	efsane	B2
excitement	3547	noun	/ɪkˈsaɪtmənt/	heyecan	B1
enforce	3548	verb	/ɪnˈfɔːrs/	dayatmak, zorlamak, zorla yaptırmak	C1
murder	3549	verb	/ˈmɜːrdər/	cinayet işlemek, öldürmek	B1
occasional	3550	adj.	/əˈkeɪʒənl/	ara sıra olan	C1
cowboy	3551	noun	/ˈkaʊbɔɪ/	kovboy	B2
minimum	3552	adj.	/ˈmɪnɪməm/	asgari, en az	B2
flash	3553	verb	/flæʃ/	ışık tutmak / bir an için göstermek	B2
reliable	3554	adj.	/rɪˈlaɪəbl/	güvenilir	B1
suburb	3555	noun	/ˈsʌbɜːrb/	kenar mahalle	B2
melt	3556	verb	/melt/	erimek	B2
fit	3557	adj.	/fɪt/	uygun / formda	A2
contend	3558	verb	/kənˈtend/	yarışmak / ileri sürmek	C1
plead	3559	verb	/pliːd/	savunma yapmak / istirham etmek	C1
written	3560	adj.	/ˈrɪtn/	yazılı	B1
flood	3561	noun	/flʌd/	sel	B1
